size(n),counter(comps)
4600,848273
4600,627319
4600,705986
4600,759868
4600,724670
4600,351373
4600,507324
4600,604714
4600,949604
4700,682895
4700,591513
4700,635702
4700,909387
4700,1030496
4700,950698
4700,408532
4700,906926
4700,1084156
4700,482908
4700,751959
4700,450592
4700,706016
4700,813581
4700,960703
4700,731721
4700,880499
4700,614353
4700,842486
4700,968891
4700,683598
4700,949116
4700,951262
4700,819453
4700,758345
4700,616626
4700,661207
4700,435885
4700,1093590
4700,490634
4700,464185
4700,755322
4700,580301
4700,542003
4700,854110
4700,729017
4700,532739
4700,1298949
4700,570075
4700,947259
4700,542879
4700,845474
4700,620586
4700,853722
4700,562736
4700,768173
4700,788314
4700,1051042
4700,963142
4700,774649
4800,1009542
4800,861928
4800,1237374
4800,923106
4800,704251
4800,977514
4800,1094152
4800,941764
4800,479545
4800,896497
4800,931119
4800,1031849
4800,971825
4800,717682
4800,792812
4800,926110
4800,746762
4800,1190228
4800,688470
4800,804943
4800,850209
4800,607408
4800,793277
4800,890228
4800,700926
4800,592259
4800,910398
4800,830607
4800,680138
4800,735412
4800,673148
4800,782295
4800,785544
4800,663258
4800,645336
4800,1046771
4800,742703
4800,1223154
4800,1254715
4800,595623
4800,575615
4800,1262170
4800,563348
4800,983061
4800,1013518
